user_id,is_treated,send_date,msg_type
U02416,0,,none
U02417,1,2025-08-15,benefit
U02418,1,2025-08-15,benefit
U02419,0,,none
U02420,0,,none
U02421,1,2025-08-15,nostalgia
U02422,1,2025-08-15,benefit
U02423,0,,none
U02424,0,,none
U02425,1,2025-08-15,benefit
U02426,1,2025-08-15,nostalgia
U02427,0,,none
U02428,1,2025-08-15,nostalgia
U02429,0,,none
U02430,1,2025-08-15,benefit
U02431,1,2025-08-15,benefit
U02432,1,2025-08-15,nostalgia
U02433,0,,none
U02434,1,2025-08-15,nostalgia
U02435,0,,none
U02436,1,2025-08-15,benefit
U02437,0,,none
U02438,1,2025-08-15,benefit
U02439,0,,none
U02440,0,,none
U02441,0,,none
U02442,0,,none
U02443,1,2025-08-15,nostalgia
U02444,0,,none
U02445,1,2025-08-15,benefit
U02446,1,2025-08-15,nostalgia
U02447,0,,none
U02448,0,,none
U02449,0,,none
U02450,0,,none
U02451,0,,none
U02452,1,2025-08-15,benefit
U02453,0,,none
U02454,1,2025-08-15,nostalgia
U02455,1,2025-08-15,benefit
U02456,0,,none
U02457,0,,none
U02458,0,,none
U02459,0,,none
U02460,1,2025-08-15,nostalgia
U02461,0,,none
U02462,0,,none
U02463,1,2025-08-15,benefit
U02464,1,2025-08-15,benefit
U02465,0,,none
U02466,1,2025-08-15,nostalgia
U02467,0,,none
U02468,1,2025-08-15,nostalgia
U02469,1,2025-08-15,nostalgia
U02470,1,2025-08-15,nostalgia
U02471,1,2025-08-15,benefit
U02472,0,,none
U02473,1,2025-08-15,benefit
U02474,1,2025-08-15,nostalgia
U02475,0,,none
U02476,1,2025-08-15,nostalgia
U02477,0,,none
U02478,0,,none
U02479,0,,none
U02480,0,,none
U02481,0,,none
U02482,0,,none
U02483,0,,none
U02484,1,2025-08-15,nostalgia
U02485,1,2025-08-15,benefit
U02486,1,2025-08-15,benefit
U02487,0,,none
U02488,0,,none
U02489,1,2025-08-15,nostalgia
U02490,0,,none
U02491,0,,none
U02492,1,2025-08-15,benefit
U02493,1,2025-08-15,nostalgia
U02494,0,,none
U02495,0,,none
U02496,0,,none
U02497,0,,none
U02498,1,2025-08-15,nostalgia
U02499,1,2025-08-15,nostalgia
U02500,1,2025-08-15,nostalgia
U02501,1,2025-08-15,benefit
U02502,0,,none
U02503,1,2025-08-15,nostalgia
U02504,0,,none
U02505,0,,none
U02506,0,,none
U02507,1,2025-08-15,benefit
U02508,1,2025-08-15,nostalgia
U02509,1,2025-08-15,nostalgia
U02510,1,2025-08-15,benefit
U02511,0,,none
U02512,1,2025-08-15,benefit
U02513,1,2025-08-15,benefit
U02514,1,2025-08-15,benefit
U02515,1,2025-08-15,nostalgia
U02516,0,,none
U02517,0,,none
U02518,1,2025-08-15,benefit
U02519,1,2025-08-15,benefit
U02520,1,2025-08-15,benefit
U02521,0,,none
U02522,0,,none
U02523,1,2025-08-15,nostalgia
U02524,0,,none
U02525,1,2025-08-15,benefit
U02526,0,,none
U02527,1,2025-08-15,benefit
U02528,0,,none
U02529,0,,none
U02530,1,2025-08-15,benefit
U02531,1,2025-08-15,nostalgia
U02532,1,2025-08-15,benefit
U02533,1,2025-08-15,benefit
U02534,0,,none
U02535,0,,none
U02536,0,,none
U02537,0,,none
U02538,1,2025-08-15,benefit
U02539,1,2025-08-15,benefit
U02540,1,2025-08-15,nostalgia
U02541,1,2025-08-15,nostalgia
U02542,1,2025-08-15,benefit
U02543,1,2025-08-15,benefit
U02544,1,2025-08-15,nostalgia
U02545,0,,none
U02546,0,,none
U02547,0,,none
U02548,0,,none
U02549,1,2025-08-15,benefit
U02550,1,2025-08-15,benefit
U02551,1,2025-08-15,benefit
U02552,1,2025-08-15,benefit
U02553,1,2025-08-15,benefit
U02554,0,,none
U02555,1,2025-08-15,benefit
U02556,0,,none
U02557,0,,none
U02558,1,2025-08-15,benefit
U02559,0,,none
U02560,1,2025-08-15,nostalgia
U02561,0,,none
U02562,1,2025-08-15,nostalgia
U02563,1,2025-08-15,benefit
U02564,1,2025-08-15,benefit
U02565,0,,none
U02566,0,,none
U02567,0,,none
U02568,1,2025-08-15,benefit
U02569,0,,none
U02570,0,,none
U02571,0,,none
U02572,1,2025-08-15,nostalgia
U02573,1,2025-08-15,benefit
U02574,1,2025-08-15,nostalgia
U02575,0,,none
U02576,0,,none
U02577,0,,none
U02578,0,,none
U02579,0,,none
U02580,0,,none
U02581,1,2025-08-15,nostalgia
U02582,1,2025-08-15,nostalgia
U02583,0,,none
U02584,1,2025-08-15,nostalgia
U02585,1,2025-08-15,nostalgia
U02586,0,,none
U02587,1,2025-08-15,nostalgia
U02588,1,2025-08-15,benefit
U02589,0,,none
U02590,1,2025-08-15,benefit
U02591,0,,none
U02592,0,,none
U02593,1,2025-08-15,nostalgia
U02594,1,2025-08-15,nostalgia
U02595,1,2025-08-15,benefit
U02596,1,2025-08-15,benefit
U02597,1,2025-08-15,benefit
U02598,0,,none
U02599,1,2025-08-15,nostalgia
U02600,0,,none
U02601,1,2025-08-15,nostalgia
U02602,1,2025-08-15,nostalgia
U02603,1,2025-08-15,nostalgia
U02604,0,,none
U02605,1,2025-08-15,nostalgia
U02606,1,2025-08-15,nostalgia
U02607,0,,none
U02608,0,,none
U02609,1,2025-08-15,nostalgia
U02610,1,2025-08-15,benefit
U02611,1,2025-08-15,benefit
U02612,1,2025-08-15,nostalgia
U02613,1,2025-08-15,nostalgia
U02614,0,,none
U02615,1,2025-08-15,nostalgia
U02616,1,2025-08-15,benefit
U02617,1,2025-08-15,nostalgia
U02618,1,2025-08-15,nostalgia
U02619,0,,none
U02620,1,2025-08-15,benefit
U02621,0,,none
U02622,0,,none
U02623,0,,none
U02624,0,,none
U02625,0,,none
U02626,1,2025-08-15,benefit
U02627,0,,none
U02628,0,,none
U02629,1,2025-08-15,benefit
U02630,1,2025-08-15,nostalgia
U02631,0,,none
U02632,1,2025-08-15,benefit
U02633,0,,none
U02634,0,,none
U02635,0,,none
U02636,1,2025-08-15,nostalgia
U02637,1,2025-08-15,nostalgia
U02638,0,,none
U02639,0,,none
U02640,0,,none
U02641,1,2025-08-15,nostalgia
U02642,0,,none
U02643,1,2025-08-15,benefit
U02644,1,2025-08-15,nostalgia
U02645,1,2025-08-15,nostalgia
U02646,1,2025-08-15,nostalgia
U02647,1,2025-08-15,nostalgia
U02648,0,,none
U02649,0,,none
U02650,0,,none
U02651,1,2025-08-15,nostalgia
U02652,0,,none
U02653,0,,none
U02654,1,2025-08-15,benefit
U02655,0,,none
U02656,0,,none
U02657,0,,none
U02658,1,2025-08-15,benefit
U02659,0,,none
U02660,0,,none
U02661,1,2025-08-15,nostalgia
U02662,1,2025-08-15,nostalgia
U02663,1,2025-08-15,nostalgia
U02664,0,,none
U02665,1,2025-08-15,nostalgia
U02666,0,,none
U02667,0,,none
U02668,1,2025-08-15,benefit
U02669,0,,none
U02670,1,2025-08-15,benefit
U02671,1,2025-08-15,benefit
U02672,1,2025-08-15,benefit
U02673,0,,none
U02674,1,2025-08-15,nostalgia
U02675,1,2025-08-15,benefit
U02676,0,,none
U02677,1,2025-08-15,nostalgia
U02678,1,2025-08-15,benefit
U02679,1,2025-08-15,nostalgia
U02680,0,,none
U02681,1,2025-08-15,nostalgia
U02682,1,2025-08-15,nostalgia
U02683,1,2025-08-15,nostalgia
U02684,1,2025-08-15,benefit
U02685,0,,none
U02686,1,2025-08-15,nostalgia
U02687,1,2025-08-15,nostalgia
U02688,1,2025-08-15,nostalgia
U02689,0,,none
U02690,0,,none
U02691,0,,none
U02692,0,,none
U02693,1,2025-08-15,nostalgia
U02694,1,2025-08-15,nostalgia
U02695,1,2025-08-15,nostalgia
U02696,0,,none
U02697,1,2025-08-15,benefit
U02698,1,2025-08-15,nostalgia
U02699,0,,none
U02700,0,,none
U02701,0,,none
U02702,1,2025-08-15,benefit
U02703,0,,none
U02704,1,2025-08-15,benefit
U02705,0,,none
U02706,1,2025-08-15,nostalgia
U02707,1,2025-08-15,nostalgia
U02708,1,2025-08-15,benefit
U02709,0,,none
U02710,1,2025-08-15,benefit
U02711,1,2025-08-15,nostalgia
U02712,1,2025-08-15,benefit
U02713,1,2025-08-15,benefit
U02714,0,,none
U02715,0,,none
U02716,0,,none
U02717,1,2025-08-15,benefit
U02718,0,,none
U02719,0,,none
U02720,1,2025-08-15,nostalgia
U02721,1,2025-08-15,benefit
U02722,1,2025-08-15,benefit
U02723,1,2025-08-15,benefit
U02724,1,2025-08-15,benefit
U02725,0,,none
U02726,0,,none
U02727,0,,none
U02728,0,,none
U02729,1,2025-08-15,nostalgia
U02730,0,,none
U02731,1,2025-08-15,benefit
U02732,0,,none
U02733,1,2025-08-15,benefit
U02734,1,2025-08-15,benefit
U02735,0,,none
U02736,1,2025-08-15,nostalgia
U02737,1,2025-08-15,nostalgia
U02738,0,,none
U02739,1,2025-08-15,benefit
U02740,0,,none
U02741,1,2025-08-15,benefit
U02742,0,,none
U02743,0,,none
U02744,1,2025-08-15,nostalgia
U02745,1,2025-08-15,benefit
U02746,1,2025-08-15,nostalgia
U02747,1,2025-08-15,benefit
U02748,0,,none
U02749,1,2025-08-15,benefit
U02750,0,,none
U02751,1,2025-08-15,benefit
U02752,0,,none
U02753,1,2025-08-15,benefit
U02754,0,,none
U02755,1,2025-08-15,nostalgia
U02756,0,,none
U02757,0,,none
U02758,1,2025-08-15,benefit
U02759,1,2025-08-15,nostalgia
U02760,0,,none
U02761,1,2025-08-15,benefit
U02762,1,2025-08-15,nostalgia
U02763,0,,none
U02764,0,,none
U02765,1,2025-08-15,benefit
U02766,1,2025-08-15,nostalgia
U02767,1,2025-08-15,nostalgia
U02768,1,2025-08-15,nostalgia
U02769,1,2025-08-15,benefit
U02770,0,,none
U02771,0,,none
U02772,0,,none
U02773,0,,none
U02774,1,2025-08-15,benefit
U02775,1,2025-08-15,nostalgia
U02776,0,,none
U02777,1,2025-08-15,benefit
U02778,1,2025-08-15,nostalgia
U02779,0,,none
U02780,1,2025-08-15,benefit
U02781,1,2025-08-15,nostalgia
U02782,1,2025-08-15,nostalgia
U02783,1,2025-08-15,nostalgia
U02784,1,2025-08-15,benefit
U02785,0,,none
U02786,1,2025-08-15,nostalgia
U02787,1,2025-08-15,nostalgia
U02788,0,,none
U02789,0,,none
U02790,0,,none
U02791,0,,none
U02792,1,2025-08-15,nostalgia
U02793,1,2025-08-15,benefit
U02794,0,,none
U02795,0,,none
U02796,0,,none
U02797,0,,none
U02798,0,,none
U02799,1,2025-08-15,nostalgia
U02800,0,,none
U02801,0,,none
U02802,1,2025-08-15,nostalgia
U02803,0,,none
U02804,0,,none
U02805,0,,none
U02806,0,,none
U02807,1,2025-08-15,nostalgia
U02808,1,2025-08-15,nostalgia
U02809,0,,none
U02810,1,2025-08-15,benefit
U02811,1,2025-08-15,nostalgia
U02812,1,2025-08-15,nostalgia
U02813,1,2025-08-15,benefit
U02814,0,,none
U02815,0,,none
U02816,1,2025-08-15,benefit
U02817,1,2025-08-15,nostalgia
U02818,0,,none
U02819,1,2025-08-15,nostalgia
U02820,1,2025-08-15,benefit
U02821,1,2025-08-15,benefit
U02822,0,,none
U02823,1,2025-08-15,nostalgia
U02824,0,,none
U02825,1,2025-08-15,nostalgia
U02826,0,,none
U02827,0,,none
U02828,0,,none
U02829,0,,none
U02830,0,,none
U02831,1,2025-08-15,nostalgia
U02832,0,,none
U02833,0,,none
U02834,1,2025-08-15,nostalgia
U02835,1,2025-08-15,nostalgia
U02836,1,2025-08-15,nostalgia
U02837,1,2025-08-15,nostalgia
U02838,1,2025-08-15,nostalgia
U02839,1,2025-08-15,nostalgia
U02840,1,2025-08-15,benefit
U02841,1,2025-08-15,nostalgia
U02842,0,,none
U02843,1,2025-08-15,benefit
U02844,1,2025-08-15,nostalgia
U02845,1,2025-08-15,benefit
U02846,1,2025-08-15,benefit
U02847,1,2025-08-15,nostalgia
U02848,1,2025-08-15,nostalgia
U02849,1,2025-08-15,nostalgia
U02850,0,,none
U02851,1,2025-08-15,nostalgia
U02852,0,,none
U02853,1,2025-08-15,nostalgia
U02854,0,,none
U02855,1,2025-08-15,nostalgia
U02856,0,,none
U02857,1,2025-08-15,nostalgia
U02858,0,,none
U02859,1,2025-08-15,nostalgia
U02860,0,,none
U02861,0,,none
U02862,0,,none
U02863,1,2025-08-15,nostalgia
U02864,1,2025-08-15,nostalgia
U02865,1,2025-08-15,nostalgia
U02866,0,,none
U02867,0,,none
U02868,0,,none
U02869,1,2025-08-15,nostalgia
U02870,1,2025-08-15,nostalgia
U02871,1,2025-08-15,nostalgia
U02872,0,,none
U02873,0,,none
U02874,1,2025-08-15,benefit
U02875,1,2025-08-15,nostalgia
U02876,0,,none
U02877,0,,none
U02878,1,2025-08-15,nostalgia
U02879,0,,none
U02880,1,2025-08-15,nostalgia
U02881,0,,none
U02882,1,2025-08-15,nostalgia
U02883,0,,none
U02884,0,,none
U02885,1,2025-08-15,nostalgia
U02886,1,2025-08-15,benefit
U02887,1,2025-08-15,nostalgia
U02888,0,,none
U02889,0,,none
U02890,1,2025-08-15,benefit
U02891,0,,none
U02892,0,,none
U02893,1,2025-08-15,benefit
U02894,1,2025-08-15,benefit
U02895,1,2025-08-15,benefit
U02896,0,,none
U02897,0,,none
U02898,0,,none
U02899,0,,none
U02900,0,,none
U02901,1,2025-08-15,benefit
U02902,1,2025-08-15,nostalgia
U02903,1,2025-08-15,benefit
U02904,1,2025-08-15,nostalgia
U02905,1,2025-08-15,benefit
U02906,0,,none
U02907,1,2025-08-15,benefit
U02908,1,2025-08-15,nostalgia
U02909,1,2025-08-15,benefit
U02910,0,,none
U02911,1,2025-08-15,nostalgia
U02912,1,2025-08-15,nostalgia
U02913,1,2025-08-15,benefit
U02914,1,2025-08-15,nostalgia
U02915,1,2025-08-15,benefit
U02916,1,2025-08-15,nostalgia
U02917,0,,none
U02918,1,2025-08-15,nostalgia
U02919,0,,none
U02920,0,,none
U02921,0,,none
U02922,1,2025-08-15,benefit
U02923,0,,none
U02924,0,,none
U02925,1,2025-08-15,nostalgia
U02926,0,,none
U02927,1,2025-08-15,nostalgia
U02928,0,,none
U02929,0,,none
U02930,1,2025-08-15,benefit
U02931,1,2025-08-15,nostalgia
U02932,0,,none
U02933,0,,none
U02934,1,2025-08-15,nostalgia
U02935,0,,none
U02936,1,2025-08-15,benefit
U02937,1,2025-08-15,benefit
U02938,1,2025-08-15,benefit
U02939,0,,none
U02940,0,,none
U02941,0,,none
U02942,1,2025-08-15,benefit
U02943,0,,none
U02944,1,2025-08-15,benefit
U02945,0,,none
U02946,1,2025-08-15,nostalgia
U02947,0,,none
U02948,1,2025-08-15,benefit
U02949,1,2025-08-15,benefit
U02950,1,2025-08-15,benefit
U02951,0,,none
U02952,0,,none
U02953,1,2025-08-15,nostalgia
U02954,0,,none
U02955,1,2025-08-15,nostalgia
U02956,0,,none
U02957,1,2025-08-15,nostalgia
U02958,0,,none
U02959,1,2025-08-15,benefit
U02960,0,,none
U02961,0,,none
U02962,0,,none
U02963,1,2025-08-15,nostalgia
U02964,0,,none
U02965,1,2025-08-15,benefit
U02966,0,,none
U02967,1,2025-08-15,nostalgia
U02968,1,2025-08-15,benefit
U02969,0,,none
U02970,0,,none
U02971,1,2025-08-15,nostalgia
U02972,1,2025-08-15,benefit
U02973,0,,none
U02974,0,,none
U02975,1,2025-08-15,benefit
U02976,0,,none
U02977,1,2025-08-15,nostalgia
U02978,0,,none
U02979,0,,none
U02980,0,,none
U02981,1,2025-08-15,nostalgia
U02982,0,,none
U02983,0,,none
U02984,0,,none
U02985,0,,none
U02986,1,2025-08-15,benefit
U02987,0,,none
U02988,1,2025-08-15,nostalgia
U02989,1,2025-08-15,benefit
U02990,1,2025-08-15,nostalgia
U02991,1,2025-08-15,nostalgia
U02992,1,2025-08-15,benefit
U02993,1,2025-08-15,benefit
U02994,1,2025-08-15,nostalgia
U02995,1,2025-08-15,benefit
U02996,0,,none
U02997,0,,none
U02998,0,,none
U02999,0,,none
U03000,0,,none
U03001,1,2025-08-15,benefit
U03002,1,2025-08-15,benefit
U03003,0,,none
U03004,1,2025-08-15,benefit
U03005,0,,none
U03006,1,2025-08-15,benefit
U03007,1,2025-08-15,nostalgia
U03008,0,,none
U03009,1,2025-08-15,benefit
U03010,1,2025-08-15,nostalgia
U03011,1,2025-08-15,nostalgia
U03012,1,2025-08-15,benefit
U03013,0,,none
U03014,0,,none
U03015,0,,none
U03016,0,,none
U03017,0,,none
U03018,0,,none
U03019,0,,none
U03020,0,,none
U03021,1,2025-08-15,benefit
U03022,1,2025-08-15,nostalgia
U03023,0,,none
U03024,1,2025-08-15,nostalgia
U03025,0,,none
U03026,1,2025-08-15,benefit
U03027,1,2025-08-15,benefit
U03028,1,2025-08-15,benefit
U03029,0,,none
U03030,0,,none
U03031,1,2025-08-15,nostalgia
U03032,1,2025-08-15,benefit
U03033,0,,none
U03034,0,,none
U03035,1,2025-08-15,benefit
U03036,1,2025-08-15,benefit
U03037,1,2025-08-15,benefit
U03038,0,,none
U03039,1,2025-08-15,benefit
U03040,0,,none
U03041,1,2025-08-15,nostalgia
U03042,0,,none
U03043,1,2025-08-15,nostalgia
U03044,0,,none
U03045,0,,none
U03046,0,,none
U03047,0,,none
U03048,0,,none
U03049,0,,none
U03050,1,2025-08-15,nostalgia
U03051,1,2025-08-15,benefit
U03052,1,2025-08-15,nostalgia
U03053,0,,none
U03054,1,2025-08-15,benefit
U03055,0,,none
U03056,1,2025-08-15,benefit
U03057,1,2025-08-15,nostalgia
U03058,0,,none
U03059,1,2025-08-15,nostalgia
U03060,0,,none
U03061,1,2025-08-15,nostalgia
U03062,0,,none
U03063,1,2025-08-15,benefit
U03064,1,2025-08-15,benefit
U03065,1,2025-08-15,benefit
U03066,1,2025-08-15,nostalgia
U03067,1,2025-08-15,nostalgia
U03068,1,2025-08-15,nostalgia
U03069,0,,none
U03070,0,,none
U03071,1,2025-08-15,nostalgia
U03072,0,,none
U03073,0,,none
U03074,0,,none
U03075,0,,none
U03076,0,,none
U03077,0,,none
U03078,1,2025-08-15,benefit
U03079,0,,none
U03080,0,,none
U03081,0,,none
U03082,1,2025-08-15,nostalgia
U03083,0,,none
U03084,1,2025-08-15,nostalgia
U03085,0,,none
U03086,1,2025-08-15,nostalgia
U03087,0,,none
U03088,0,,none
U03089,0,,none
U03090,0,,none
U03091,0,,none
U03092,1,2025-08-15,nostalgia
U03093,0,,none
U03094,1,2025-08-15,nostalgia
U03095,1,2025-08-15,benefit
U03096,1,2025-08-15,nostalgia
U03097,0,,none
U03098,0,,none
U03099,1,2025-08-15,benefit
U03100,1,2025-08-15,benefit
U03101,1,2025-08-15,benefit
U03102,1,2025-08-15,benefit
U03103,1,2025-08-15,nostalgia
U03104,1,2025-08-15,nostalgia
U03105,1,2025-08-15,nostalgia
U03106,1,2025-08-15,benefit
U03107,0,,none
U03108,0,,none
U03109,1,2025-08-15,nostalgia
U03110,0,,none
U03111,0,,none
U03112,0,,none
U03113,0,,none
U03114,0,,none
U03115,0,,none
U03116,1,2025-08-15,benefit
U03117,0,,none
U03118,1,2025-08-15,benefit
U03119,0,,none
U03120,1,2025-08-15,nostalgia
U03121,1,2025-08-15,benefit
U03122,1,2025-08-15,benefit
U03123,1,2025-08-15,nostalgia
U03124,0,,none
U03125,0,,none
U03126,0,,none
U03127,0,,none
U03128,0,,none
U03129,0,,none
U03130,0,,none
U03131,1,2025-08-15,nostalgia
U03132,0,,none
U03133,1,2025-08-15,benefit
U03134,0,,none
U03135,0,,none
U03136,0,,none
U03137,0,,none
U03138,0,,none
U03139,1,2025-08-15,nostalgia
U03140,1,2025-08-15,benefit
U03141,1,2025-08-15,nostalgia
U03142,1,2025-08-15,nostalgia
U03143,0,,none
U03144,0,,none
U03145,1,2025-08-15,benefit
U03146,0,,none
U03147,0,,none
U03148,1,2025-08-15,benefit
U03149,1,2025-08-15,nostalgia
U03150,0,,none
U03151,0,,none
U03152,0,,none
U03153,1,2025-08-15,nostalgia
U03154,0,,none
U03155,0,,none
U03156,1,2025-08-15,benefit
U03157,1,2025-08-15,benefit
U03158,0,,none
U03159,0,,none
U03160,0,,none
U03161,1,2025-08-15,benefit
U03162,1,2025-08-15,nostalgia
U03163,1,2025-08-15,nostalgia
U03164,0,,none
U03165,0,,none
U03166,0,,none
U03167,1,2025-08-15,nostalgia
U03168,1,2025-08-15,nostalgia
U03169,1,2025-08-15,benefit
U03170,0,,none
U03171,0,,none
U03172,1,2025-08-15,nostalgia
U03173,0,,none
U03174,1,2025-08-15,nostalgia
U03175,1,2025-08-15,benefit
U03176,0,,none
U03177,1,2025-08-15,nostalgia
U03178,0,,none
U03179,1,2025-08-15,nostalgia
U03180,0,,none
U03181,1,2025-08-15,benefit
U03182,0,,none
U03183,1,2025-08-15,nostalgia
U03184,0,,none
U03185,1,2025-08-15,nostalgia
U03186,0,,none
U03187,1,2025-08-15,benefit
U03188,1,2025-08-15,benefit
U03189,1,2025-08-15,benefit
U03190,1,2025-08-15,nostalgia
U03191,1,2025-08-15,benefit
U03192,0,,none
U03193,0,,none
U03194,1,2025-08-15,benefit
U03195,1,2025-08-15,benefit
U03196,1,2025-08-15,benefit
U03197,0,,none
U03198,0,,none
U03199,1,2025-08-15,benefit
U03200,1,2025-08-15,nostalgia
U03201,1,2025-08-15,nostalgia
U03202,0,,none
U03203,1,2025-08-15,nostalgia
U03204,1,2025-08-15,benefit
U03205,1,2025-08-15,nostalgia
U03206,0,,none
U03207,1,2025-08-15,nostalgia
U03208,0,,none
U03209,0,,none
U03210,0,,none
U03211,1,2025-08-15,benefit
U03212,0,,none
U03213,0,,none
U03214,1,2025-08-15,benefit
U03215,1,2025-08-15,benefit
U03216,1,2025-08-15,benefit
U03217,1,2025-08-15,benefit
U03218,1,2025-08-15,nostalgia
U03219,0,,none
U03220,1,2025-08-15,nostalgia
U03221,1,2025-08-15,nostalgia
U03222,0,,none
U03223,0,,none
U03224,1,2025-08-15,benefit
U03225,1,2025-08-15,nostalgia
U03226,1,2025-08-15,benefit
U03227,1,2025-08-15,nostalgia
U03228,0,,none
U03229,0,,none
U03230,1,2025-08-15,nostalgia
U03231,1,2025-08-15,benefit
U03232,0,,none
U03233,1,2025-08-15,nostalgia
U03234,0,,none
U03235,1,2025-08-15,benefit
U03236,1,2025-08-15,nostalgia
U03237,1,2025-08-15,nostalgia
U03238,1,2025-08-15,benefit
U03239,1,2025-08-15,benefit
U03240,1,2025-08-15,benefit
U03241,0,,none
U03242,0,,none
U03243,1,2025-08-15,benefit
U03244,0,,none
U03245,0,,none
U03246,0,,none
U03247,0,,none
U03248,1,2025-08-15,benefit
U03249,1,2025-08-15,benefit
U03250,0,,none
U03251,0,,none
U03252,0,,none
U03253,0,,none
U03254,1,2025-08-15,benefit
U03255,0,,none
U03256,0,,none
U03257,1,2025-08-15,benefit
U03258,1,2025-08-15,benefit
U03259,0,,none
U03260,0,,none
U03261,1,2025-08-15,nostalgia
U03262,0,,none
U03263,0,,none
U03264,1,2025-08-15,benefit
U03265,1,2025-08-15,benefit
U03266,0,,none
U03267,1,2025-08-15,nostalgia
U03268,0,,none
U03269,1,2025-08-15,nostalgia
U03270,0,,none
U03271,0,,none
U03272,1,2025-08-15,benefit
U03273,0,,none
U03274,0,,none
U03275,1,2025-08-15,nostalgia
U03276,1,2025-08-15,benefit
U03277,0,,none
U03278,1,2025-08-15,benefit
U03279,0,,none
U03280,1,2025-08-15,nostalgia
U03281,0,,none
U03282,1,2025-08-15,nostalgia
U03283,0,,none
U03284,1,2025-08-15,nostalgia
U03285,1,2025-08-15,nostalgia
U03286,1,2025-08-15,nostalgia
U03287,1,2025-08-15,benefit
U03288,0,,none
U03289,0,,none
U03290,1,2025-08-15,nostalgia
U03291,1,2025-08-15,benefit
U03292,0,,none
U03293,1,2025-08-15,nostalgia
U03294,0,,none
U03295,1,2025-08-15,nostalgia
U03296,1,2025-08-15,nostalgia
U03297,0,,none
U03298,0,,none
U03299,0,,none
U03300,0,,none
U03301,1,2025-08-15,benefit
U03302,0,,none
U03303,0,,none
U03304,0,,none
U03305,0,,none
U03306,0,,none
U03307,1,2025-08-15,benefit
U03308,0,,none
U03309,1,2025-08-15,benefit
U03310,0,,none
U03311,1,2025-08-15,benefit
U03312,1,2025-08-15,benefit
U03313,0,,none
U03314,0,,none
U03315,1,2025-08-15,nostalgia
U03316,0,,none
U03317,1,2025-08-15,nostalgia
U03318,1,2025-08-15,benefit
U03319,0,,none
U03320,0,,none
U03321,1,2025-08-15,benefit
U03322,0,,none
U03323,0,,none
U03324,1,2025-08-15,nostalgia
U03325,0,,none
U03326,0,,none
U03327,0,,none
U03328,0,,none
U03329,1,2025-08-15,benefit
U03330,1,2025-08-15,nostalgia
U03331,0,,none
U03332,0,,none
U03333,0,,none
U03334,1,2025-08-15,nostalgia
U03335,0,,none
U03336,1,2025-08-15,nostalgia
U03337,1,2025-08-15,benefit
U03338,0,,none
U03339,0,,none
U03340,0,,none
U03341,0,,none
U03342,0,,none
U03343,0,,none
U03344,1,2025-08-15,nostalgia
U03345,0,,none
U03346,1,2025-08-15,nostalgia
U03347,1,2025-08-15,nostalgia
U03348,0,,none
U03349,0,,none
U03350,0,,none
U03351,1,2025-08-15,benefit
U03352,1,2025-08-15,benefit
U03353,1,2025-08-15,benefit
U03354,1,2025-08-15,nostalgia
U03355,1,2025-08-15,nostalgia
U03356,1,2025-08-15,nostalgia
U03357,1,2025-08-15,nostalgia
U03358,0,,none
U03359,0,,none
U03360,1,2025-08-15,benefit
U03361,1,2025-08-15,nostalgia
U03362,1,2025-08-15,nostalgia
U03363,0,,none
U03364,0,,none
U03365,0,,none
U03366,1,2025-08-15,nostalgia
U03367,0,,none
U03368,1,2025-08-15,nostalgia
U03369,0,,none
U03370,1,2025-08-15,nostalgia
U03371,0,,none
U03372,1,2025-08-15,benefit
U03373,0,,none
U03374,0,,none
U03375,1,2025-08-15,nostalgia
U03376,1,2025-08-15,nostalgia
U03377,0,,none
U03378,1,2025-08-15,benefit
U03379,0,,none
U03380,1,2025-08-15,nostalgia
U03381,0,,none
U03382,0,,none
U03383,1,2025-08-15,benefit
U03384,1,2025-08-15,nostalgia
U03385,1,2025-08-15,benefit
U03386,0,,none
U03387,1,2025-08-15,benefit
U03388,1,2025-08-15,nostalgia
U03389,1,2025-08-15,benefit
U03390,0,,none
U03391,1,2025-08-15,nostalgia
U03392,0,,none
U03393,1,2025-08-15,nostalgia
U03394,0,,none
U03395,0,,none
U03396,1,2025-08-15,benefit
U03397,0,,none
U03398,1,2025-08-15,benefit
U03399,1,2025-08-15,benefit
U03400,0,,none
U03401,0,,none
U03402,0,,none
U03403,0,,none
U03404,1,2025-08-15,nostalgia
U03405,1,2025-08-15,nostalgia
U03406,1,2025-08-15,nostalgia
U03407,1,2025-08-15,nostalgia
U03408,0,,none
U03409,1,2025-08-15,nostalgia
U03410,0,,none
U03411,0,,none
U03412,0,,none
U03413,1,2025-08-15,nostalgia
U03414,0,,none
U03415,0,,none
U03416,1,2025-08-15,nostalgia
U03417,1,2025-08-15,benefit
U03418,1,2025-08-15,nostalgia
U03419,1,2025-08-15,nostalgia
U03420,0,,none
U03421,0,,none
U03422,1,2025-08-15,benefit
U03423,0,,none
U03424,1,2025-08-15,benefit
U03425,0,,none
U03426,1,2025-08-15,benefit
U03427,1,2025-08-15,benefit
U03428,1,2025-08-15,nostalgia
U03429,0,,none
U03430,1,2025-08-15,benefit
U03431,1,2025-08-15,benefit
U03432,1,2025-08-15,benefit
U03433,1,2025-08-15,benefit
U03434,0,,none
U03435,0,,none
U03436,1,2025-08-15,nostalgia
U03437,1,2025-08-15,benefit
U03438,0,,none
U03439,1,2025-08-15,benefit
