user_id,gender,age,pay_level,region
U02408,M,26,0,경기
U02409,M,28,1,서울
U02410,M,29,0,경기
U02411,M,29,1,서울
U02412,M,26,1,기타
U02413,M,22,1,서울
U02414,F,32,0,기타
U02415,F,30,0,경기
U02416,M,32,0,서울
U02417,F,24,0,서울
U02418,F,25,0,경기
U02419,F,39,0,경기
U02420,M,27,1,경기
U02421,F,21,2,기타
U02422,F,29,2,서울
U02423,M,43,0,경기
U02424,F,30,0,서울
U02425,F,24,2,서울
U02426,M,39,2,경기
U02427,F,31,2,서울
U02428,M,26,2,서울
U02429,F,27,1,기타
U02430,M,36,0,기타
U02431,M,38,1,기타
U02432,M,31,2,기타
U02433,F,28,0,경기
U02434,M,36,1,서울
U02435,F,27,0,경기
U02436,M,24,0,기타
U02437,M,21,0,경기
U02438,M,42,0,경기
U02439,F,19,0,서울
U02440,F,23,1,경기
U02441,F,30,0,기타
U02442,M,31,0,서울
U02443,M,26,0,서울
U02444,M,27,1,경기
U02445,F,27,0,서울
U02446,F,42,0,기타
U02447,M,48,0,경기
U02448,M,31,0,기타
U02449,F,18,1,기타
U02450,M,29,1,기타
U02451,M,27,1,서울
U02452,F,24,1,기타
U02453,F,39,3,기타
U02454,M,32,0,경기
U02455,F,32,2,서울
U02456,M,28,3,서울
U02457,F,27,0,서울
U02458,M,34,1,서울
U02459,M,31,0,기타
U02460,F,36,0,기타
U02461,F,34,1,서울
U02462,M,33,1,서울
U02463,F,24,2,경기
U02464,F,18,1,경기
U02465,F,18,0,서울
U02466,M,27,1,서울
U02467,M,36,1,경기
U02468,M,48,1,경기
U02469,M,26,3,경기
U02470,M,22,1,경기
U02471,F,23,2,서울
U02472,F,29,2,서울
U02473,F,33,0,서울
U02474,M,38,1,기타
U02475,F,29,0,기타
U02476,F,28,1,경기
U02477,M,34,0,기타
U02478,F,25,0,기타
U02479,F,22,1,서울
U02480,F,30,2,경기
U02481,F,25,1,서울
U02482,F,23,2,서울
U02483,M,25,1,경기
U02484,F,31,0,기타
U02485,M,36,2,기타
U02486,M,25,0,기타
U02487,M,26,1,서울
U02488,M,31,0,서울
U02489,M,40,0,기타
U02490,M,27,2,기타
U02491,F,21,1,경기
U02492,F,25,0,기타
U02493,M,37,0,서울
U02494,F,34,0,기타
U02495,F,23,0,서울
U02496,M,26,2,경기
U02497,M,32,0,경기
U02498,M,21,1,경기
U02499,F,37,0,서울
U02500,M,27,1,서울
U02501,M,34,0,경기
U02502,F,38,0,서울
U02503,M,35,2,경기
U02504,F,32,1,서울
U02505,M,39,0,서울
U02506,F,24,0,경기
U02507,F,26,3,경기
U02508,F,31,0,서울
U02509,F,26,1,기타
U02510,M,44,3,경기
U02511,M,20,1,기타
U02512,M,29,0,서울
U02513,M,24,1,서울
U02514,F,29,1,기타
U02515,M,28,3,경기
U02516,F,25,1,기타
U02517,M,31,2,경기
U02518,M,32,1,경기
U02519,M,36,0,서울
U02520,F,26,0,기타
U02521,M,37,0,경기
U02522,M,46,3,경기
U02523,F,19,0,경기
U02524,M,29,0,기타
U02525,M,35,0,기타
U02526,F,32,1,서울
U02527,M,38,2,기타
U02528,F,29,0,서울
U02529,M,27,0,기타
U02530,M,18,1,기타
U02531,M,41,1,기타
U02532,F,29,0,서울
U02533,F,31,0,서울
U02534,M,34,2,경기
U02535,M,28,2,경기
U02536,F,37,2,기타
U02537,F,33,1,서울
U02538,F,27,0,서울
U02539,F,27,0,서울
U02540,M,38,0,기타
U02541,F,26,1,기타
U02542,M,26,0,기타
U02543,M,38,1,서울
U02544,M,28,0,경기
U02545,M,35,0,경기
U02546,M,36,0,서울
U02547,M,33,1,기타
U02548,F,18,2,경기
U02549,F,43,2,기타
U02550,F,18,3,기타
U02551,F,31,0,서울
U02552,F,24,1,경기
U02553,F,18,1,경기
U02554,M,28,1,서울
U02555,F,33,0,서울
U02556,M,33,0,경기
U02557,F,27,0,기타
U02558,M,30,0,경기
U02559,F,44,2,서울
U02560,F,30,1,기타
U02561,M,32,1,서울
U02562,M,27,0,기타
U02563,F,27,0,경기
U02564,M,32,0,기타
U02565,F,18,1,서울
U02566,M,27,1,기타
U02567,F,35,1,서울
U02568,M,31,2,서울
U02569,F,33,0,경기
U02570,M,29,0,서울
U02571,F,33,0,기타
U02572,F,30,1,경기
U02573,F,27,2,서울
U02574,F,27,0,서울
U02575,M,29,0,서울
U02576,F,30,0,서울
U02577,M,27,0,경기
U02578,M,27,2,서울
U02579,F,30,0,서울
U02580,F,25,0,서울
U02581,F,30,0,경기
U02582,M,27,2,서울
U02583,M,37,3,경기
U02584,F,29,3,서울
U02585,F,27,2,경기
U02586,M,33,0,서울
U02587,M,38,1,서울
U02588,M,21,1,기타
U02589,M,28,0,경기
U02590,F,39,2,서울
U02591,F,30,1,서울
U02592,M,33,0,기타
U02593,M,27,0,서울
U02594,F,35,1,경기
U02595,F,22,0,경기
U02596,F,35,0,경기
U02597,F,28,0,기타
U02598,M,43,0,경기
U02599,M,32,2,경기
U02600,M,30,1,서울
U02601,F,23,0,기타
U02602,F,27,0,기타
U02603,F,39,0,서울
U02604,M,33,0,서울
U02605,M,31,2,서울
U02606,F,31,0,기타
U02607,M,36,1,서울
U02608,F,34,0,기타
U02609,M,33,0,기타
U02610,F,37,1,기타
U02611,F,26,0,서울
U02612,M,26,1,기타
U02613,M,24,1,경기
U02614,F,18,1,서울
U02615,M,46,2,서울
U02616,M,25,1,기타
U02617,F,28,1,경기
U02618,M,18,0,기타
U02619,M,22,1,기타
U02620,F,41,2,서울
U02621,M,31,1,서울
U02622,M,27,1,기타
U02623,F,26,2,서울
U02624,F,28,0,경기
U02625,M,26,0,서울
U02626,F,35,0,서울
U02627,F,31,3,경기
U02628,M,22,0,경기
U02629,F,21,2,경기
U02630,F,31,0,서울
U02631,M,21,0,서울
U02632,M,44,2,경기
U02633,M,27,1,경기
U02634,M,24,0,경기
U02635,M,28,0,기타
U02636,M,29,0,서울
U02637,M,19,0,서울
U02638,M,29,0,기타
U02639,M,22,0,서울
U02640,F,18,2,기타
U02641,M,23,2,기타
U02642,F,30,0,기타
U02643,F,19,1,경기
U02644,F,24,0,경기
U02645,M,40,2,경기
U02646,M,27,1,서울
U02647,F,27,2,서울
U02648,M,23,1,경기
U02649,M,34,1,기타
U02650,F,33,1,경기
U02651,F,34,2,경기
U02652,M,30,1,기타
U02653,F,36,1,경기
U02654,F,25,2,서울
U02655,F,41,0,경기
U02656,F,27,0,서울
U02657,F,26,0,경기
U02658,M,32,3,경기
U02659,M,28,1,경기
U02660,F,36,0,경기
U02661,M,26,0,경기
U02662,F,29,0,경기
U02663,M,34,0,서울
U02664,M,26,0,서울
U02665,F,30,1,경기
U02666,M,31,0,서울
U02667,M,34,1,기타
U02668,F,26,1,서울
U02669,M,22,0,기타
U02670,M,31,2,기타
U02671,M,27,1,경기
U02672,M,40,0,서울
U02673,F,38,2,기타
U02674,M,28,1,서울
U02675,M,34,0,기타
U02676,M,32,0,서울
U02677,M,23,1,서울
U02678,M,26,0,서울
U02679,M,29,1,기타
U02680,M,25,2,서울
U02681,F,25,0,서울
U02682,M,34,0,서울
U02683,F,27,0,기타
U02684,M,33,0,기타
U02685,F,26,1,기타
U02686,F,36,0,경기
U02687,M,27,0,서울
U02688,M,35,2,서울
U02689,M,30,0,경기
U02690,M,29,1,경기
U02691,M,28,1,경기
U02692,M,35,1,서울
U02693,M,34,0,서울
U02694,M,33,2,서울
U02695,F,29,0,경기
U02696,F,37,0,서울
U02697,M,41,1,서울
U02698,M,36,0,경기
U02699,M,22,0,기타
U02700,M,24,0,서울
U02701,M,36,0,기타
U02702,F,45,1,경기
U02703,F,27,2,서울
U02704,F,33,1,기타
U02705,M,20,3,서울
U02706,F,21,1,기타
U02707,M,37,3,경기
U02708,M,29,0,기타
U02709,M,31,2,서울
U02710,M,25,0,기타
U02711,M,40,0,경기
U02712,F,28,0,서울
U02713,F,32,0,경기
U02714,M,24,0,경기
U02715,F,26,0,경기
U02716,F,29,2,서울
U02717,F,24,0,경기
U02718,F,37,2,서울
U02719,M,26,3,기타
U02720,M,20,1,경기
U02721,F,29,0,기타
U02722,F,24,1,기타
U02723,F,27,0,기타
U02724,F,35,0,기타
U02725,F,36,0,서울
U02726,F,24,1,경기
U02727,F,27,1,경기
U02728,M,22,0,경기
U02729,F,38,0,기타
U02730,M,22,1,기타
U02731,M,41,1,기타
U02732,F,28,1,서울
U02733,M,24,0,경기
U02734,M,29,0,경기
U02735,M,41,0,경기
U02736,F,24,1,기타
U02737,M,35,1,경기
U02738,M,32,0,경기
U02739,M,38,1,경기
U02740,F,28,0,경기
U02741,M,33,0,서울
U02742,M,21,0,서울
U02743,M,35,1,서울
U02744,F,37,1,서울
U02745,F,34,0,기타
U02746,M,30,0,기타
U02747,F,41,0,기타
U02748,M,23,3,경기
U02749,F,30,0,경기
U02750,M,36,1,기타
U02751,M,30,1,서울
U02752,M,24,0,경기
U02753,F,34,1,기타
U02754,F,29,1,서울
U02755,M,27,0,경기
U02756,F,36,1,경기
U02757,M,36,0,경기
U02758,F,27,1,서울
U02759,M,28,0,경기
U02760,M,24,0,기타
U02761,M,18,1,서울
U02762,F,26,3,서울
U02763,M,33,2,기타
U02764,F,32,1,기타
U02765,F,32,0,서울
U02766,M,36,0,경기
U02767,F,28,3,서울
U02768,M,23,2,경기
U02769,M,43,1,기타
U02770,M,32,0,기타
U02771,F,27,0,서울
U02772,M,19,3,경기
U02773,F,36,1,서울
U02774,F,40,1,기타
U02775,M,29,0,경기
U02776,M,34,2,서울
U02777,F,30,2,기타
U02778,M,31,0,경기
U02779,M,28,0,기타
U02780,M,35,1,기타
U02781,F,33,0,경기
U02782,M,28,0,경기
U02783,M,36,1,서울
U02784,M,28,1,서울
U02785,F,21,2,서울
U02786,F,40,0,서울
U02787,F,36,1,서울
U02788,M,35,0,서울
U02789,M,34,0,기타
U02790,M,34,1,경기
U02791,M,28,2,기타
U02792,M,33,0,기타
U02793,F,25,1,서울
U02794,M,31,1,서울
U02795,F,24,0,기타
U02796,M,34,1,기타
U02797,F,37,0,경기
U02798,M,26,1,기타
U02799,M,35,0,기타
U02800,F,27,1,기타
U02801,F,29,2,경기
U02802,M,40,3,서울
U02803,F,38,1,서울
U02804,M,28,0,서울
U02805,F,31,0,경기
U02806,M,43,0,서울
U02807,M,31,2,서울
U02808,F,33,0,기타
U02809,M,25,0,기타
U02810,M,22,0,서울
U02811,F,43,0,기타
U02812,M,40,0,서울
U02813,M,25,1,서울
U02814,M,27,1,서울
U02815,M,31,1,서울
U02816,F,32,0,서울
U02817,F,34,2,기타
U02818,M,29,0,경기
U02819,F,31,2,서울
U02820,M,30,1,경기
U02821,M,36,0,서울
U02822,M,33,0,기타
U02823,F,27,1,경기
U02824,F,30,0,경기
U02825,F,39,2,서울
U02826,F,27,2,기타
U02827,M,40,0,서울
U02828,F,25,0,서울
U02829,F,37,0,기타
U02830,F,32,0,서울
U02831,F,30,1,서울
U02832,F,34,1,서울
U02833,F,34,2,경기
U02834,M,33,0,기타
U02835,F,38,0,경기
U02836,F,28,2,서울
U02837,F,29,0,경기
U02838,M,20,1,서울
U02839,M,34,0,경기
U02840,M,33,2,서울
U02841,F,32,0,서울
U02842,M,42,0,기타
U02843,M,35,0,경기
U02844,F,18,0,서울
U02845,M,30,0,경기
U02846,F,26,0,서울
U02847,M,25,0,서울
U02848,F,28,2,경기
U02849,F,27,0,기타
U02850,F,28,0,경기
U02851,F,36,1,기타
U02852,M,31,1,경기
U02853,F,34,0,기타
U02854,F,44,0,기타
U02855,F,21,0,기타
U02856,M,35,1,서울
U02857,F,34,3,기타
U02858,F,34,0,기타
U02859,F,28,1,기타
U02860,M,34,1,서울
U02861,F,29,0,경기
U02862,M,35,0,기타
U02863,M,38,0,서울
U02864,M,44,0,기타
U02865,F,25,1,서울
U02866,M,28,0,서울
U02867,M,37,0,서울
U02868,M,34,1,기타
U02869,M,22,1,경기
U02870,M,26,1,기타
U02871,F,25,1,서울
U02872,F,21,0,서울
U02873,M,24,0,서울
U02874,F,37,1,서울
U02875,M,18,1,경기
U02876,F,34,1,서울
U02877,F,34,1,경기
U02878,M,27,0,서울
U02879,F,29,0,서울
U02880,M,29,1,경기
U02881,F,28,1,서울
U02882,F,24,0,서울
U02883,M,30,0,서울
U02884,M,28,0,경기
U02885,F,29,0,서울
U02886,M,36,1,서울
U02887,M,35,0,경기
U02888,F,25,0,서울
U02889,F,39,0,서울
U02890,F,25,1,경기
U02891,M,36,0,경기
U02892,M,32,1,서울
U02893,M,21,2,경기
U02894,M,28,1,기타
U02895,F,31,1,서울
U02896,F,32,0,기타
U02897,F,34,0,서울
U02898,F,28,0,기타
U02899,M,24,0,기타
U02900,M,30,1,서울
U02901,M,21,0,경기
U02902,F,31,0,경기
U02903,F,34,1,기타
U02904,F,32,0,경기
U02905,F,38,0,경기
U02906,M,29,1,기타
U02907,F,27,1,서울
U02908,F,30,0,경기
U02909,M,29,3,서울
U02910,M,35,0,서울
U02911,M,33,0,경기
U02912,F,32,0,경기
U02913,F,33,3,기타
U02914,F,26,0,서울
U02915,M,23,1,기타
U02916,F,31,0,경기
U02917,M,34,0,경기
U02918,M,35,0,서울
U02919,F,24,0,서울
U02920,M,39,0,서울
U02921,M,36,2,서울
U02922,F,34,2,서울
U02923,F,30,2,서울
U02924,M,21,0,서울
U02925,M,36,1,경기
U02926,M,19,0,서울
U02927,M,25,1,기타
U02928,M,25,1,경기
U02929,M,32,0,서울
U02930,M,27,1,서울
U02931,F,26,0,경기
U02932,F,18,1,기타
U02933,F,29,1,기타
U02934,F,29,1,경기
U02935,M,30,1,서울
U02936,M,37,0,서울
U02937,M,28,2,서울
U02938,F,18,1,서울
U02939,M,34,1,서울
U02940,M,33,0,서울
U02941,F,29,1,기타
U02942,M,39,0,서울
U02943,M,29,2,경기
U02944,F,26,0,서울
U02945,F,28,0,기타
U02946,F,27,1,기타
U02947,M,24,1,기타
U02948,M,24,0,서울
U02949,M,30,2,서울
U02950,M,33,0,기타
U02951,M,34,0,서울
U02952,F,28,0,기타
U02953,F,31,0,경기
U02954,F,20,1,서울
U02955,M,27,0,서울
U02956,F,31,1,서울
U02957,M,30,1,경기
U02958,F,28,0,경기
U02959,M,30,3,경기
U02960,F,35,1,경기
U02961,F,24,0,경기
U02962,F,25,0,경기
U02963,M,34,0,기타
U02964,F,39,0,서울
U02965,F,37,0,경기
U02966,F,36,0,서울
U02967,F,38,1,기타
U02968,M,38,0,기타
U02969,M,34,2,기타
U02970,M,45,0,서울
U02971,F,34,1,경기
U02972,M,26,0,기타
U02973,F,37,0,서울
U02974,M,40,1,서울
U02975,M,20,1,서울
U02976,M,25,2,경기
U02977,M,19,0,경기
U02978,F,44,1,서울
U02979,M,34,2,경기
U02980,F,38,0,기타
U02981,M,29,1,경기
U02982,F,42,0,기타
U02983,M,35,3,서울
U02984,M,31,0,서울
U02985,M,33,0,경기
U02986,F,27,0,기타
U02987,M,18,1,서울
U02988,M,30,1,서울
U02989,F,32,2,서울
U02990,F,36,0,경기
U02991,M,28,0,서울
U02992,F,40,0,경기
U02993,M,33,0,기타
U02994,M,29,0,서울
U02995,F,37,0,서울
U02996,M,42,0,경기
U02997,M,24,2,서울
U02998,M,33,0,기타
U02999,M,39,2,서울
U03000,M,25,2,경기
U03001,M,34,0,서울
U03002,M,31,0,경기
U03003,M,24,0,기타
U03004,M,34,2,기타
U03005,F,35,0,경기
U03006,F,18,1,경기
U03007,F,30,0,경기
U03008,F,40,1,서울
U03009,F,31,1,서울
U03010,F,34,3,경기
U03011,M,23,0,서울
U03012,F,29,0,기타
U03013,F,19,1,기타
U03014,M,40,0,기타
U03015,F,34,0,경기
U03016,F,33,2,경기
U03017,F,28,1,기타
U03018,F,35,1,경기
U03019,F,22,0,서울
U03020,F,28,1,기타
U03021,F,32,0,기타
U03022,M,28,0,서울
U03023,F,35,1,서울
U03024,M,37,0,서울
U03025,F,32,1,서울
U03026,F,36,1,서울
U03027,M,27,1,경기
U03028,F,31,1,서울
U03029,F,35,2,서울
U03030,F,29,0,경기
U03031,M,35,1,기타
U03032,F,26,0,경기
U03033,F,32,3,서울
U03034,M,32,2,경기
U03035,F,38,1,기타
U03036,M,37,1,기타
U03037,F,40,1,서울
U03038,M,25,1,서울
U03039,M,26,0,서울
U03040,M,22,1,기타
U03041,F,25,1,서울
U03042,M,25,0,서울
U03043,F,42,0,경기
U03044,F,29,0,경기
U03045,M,44,2,기타
U03046,F,27,3,기타
U03047,M,27,2,경기
U03048,M,27,0,서울
U03049,F,35,1,기타
U03050,F,29,0,기타
U03051,M,30,0,경기
U03052,F,29,2,경기
U03053,M,23,0,경기
U03054,F,19,1,서울
U03055,F,28,0,서울
U03056,F,36,0,경기
U03057,F,26,0,서울
U03058,F,27,3,서울
U03059,F,31,1,기타
U03060,F,29,0,경기
U03061,F,31,0,서울
U03062,F,26,0,기타
U03063,M,39,1,기타
U03064,M,31,0,기타
U03065,M,46,2,서울
U03066,F,36,0,서울
U03067,M,30,0,서울
U03068,M,28,1,경기
U03069,F,40,0,기타
U03070,F,22,2,기타
U03071,F,24,3,서울
U03072,F,36,1,경기
U03073,F,26,1,서울
U03074,M,22,0,서울
U03075,M,33,0,경기
U03076,M,35,0,서울
U03077,M,34,0,서울
U03078,M,23,0,서울
U03079,F,33,1,경기
U03080,F,25,2,경기
U03081,F,24,0,서울
U03082,F,33,0,서울
U03083,M,26,2,서울
U03084,F,48,0,경기
U03085,M,22,0,서울
U03086,M,31,0,경기
U03087,M,30,3,기타
U03088,M,32,0,기타
U03089,M,19,1,서울
U03090,F,30,0,경기
U03091,F,29,2,경기
U03092,M,40,1,서울
U03093,F,24,0,경기
U03094,F,24,1,기타
U03095,M,36,3,경기
U03096,F,28,0,기타
U03097,F,32,1,서울
U03098,F,32,2,서울
U03099,F,24,2,기타
U03100,M,37,0,기타
U03101,M,39,2,경기
U03102,F,30,0,서울
U03103,F,27,0,기타
U03104,M,30,0,서울
U03105,M,23,1,기타
U03106,F,22,0,서울
U03107,F,32,0,서울
U03108,F,28,1,경기
U03109,F,31,0,서울
U03110,F,32,2,서울
U03111,M,19,1,경기
U03112,F,22,1,경기
U03113,F,27,2,기타
U03114,M,39,1,서울
U03115,F,36,0,서울
U03116,F,27,0,경기
U03117,F,27,1,경기
U03118,M,36,0,서울
U03119,F,39,0,경기
U03120,F,25,0,경기
U03121,M,40,0,서울
U03122,M,22,0,기타
U03123,M,25,0,경기
U03124,F,35,0,서울
U03125,M,18,0,경기
U03126,M,24,2,경기
U03127,F,25,1,기타
U03128,M,24,0,서울
U03129,F,20,0,서울
U03130,M,27,1,경기
U03131,F,28,1,경기
U03132,F,32,0,서울
U03133,F,40,0,서울
U03134,F,25,2,경기
U03135,F,31,0,기타
U03136,M,33,2,서울
U03137,F,40,0,경기
U03138,M,29,1,서울
U03139,M,24,1,기타
U03140,M,22,1,서울
U03141,M,29,1,서울
U03142,F,26,0,서울
U03143,M,32,2,경기
U03144,M,23,3,기타
U03145,M,24,0,기타
U03146,M,28,0,기타
U03147,F,18,0,서울
U03148,F,27,1,기타
U03149,M,37,1,서울
U03150,M,30,1,기타
U03151,M,35,1,서울
U03152,F,34,0,서울
U03153,M,23,2,기타
U03154,F,32,1,기타
U03155,M,28,2,기타
U03156,M,27,0,기타
U03157,M,28,0,서울
U03158,M,41,1,경기
U03159,F,31,0,경기
U03160,M,41,1,서울
U03161,F,43,1,경기
U03162,M,31,0,경기
U03163,M,20,0,서울
U03164,M,31,0,경기
U03165,F,33,0,기타
U03166,M,26,1,경기
U03167,F,25,1,기타
U03168,M,27,1,기타
U03169,M,38,1,기타
U03170,M,25,0,서울
U03171,M,35,2,경기
U03172,M,34,0,경기
U03173,M,36,0,서울
U03174,M,28,1,기타
U03175,F,39,1,경기
U03176,F,35,1,경기
U03177,M,34,1,경기
U03178,M,20,1,서울
U03179,M,26,0,경기
U03180,M,28,2,서울
U03181,M,24,0,경기
U03182,F,31,2,경기
U03183,M,25,1,기타
U03184,M,22,0,서울
U03185,M,41,2,경기
U03186,M,36,0,경기
U03187,M,30,3,기타
U03188,M,30,1,경기
U03189,F,30,0,서울
U03190,F,32,0,기타
U03191,F,18,0,경기
U03192,M,33,1,기타
U03193,F,30,3,서울
U03194,F,28,2,경기
U03195,F,28,2,기타
U03196,F,34,0,경기
U03197,M,25,0,서울
U03198,M,19,0,서울
U03199,M,23,1,서울
U03200,M,30,1,경기
U03201,M,45,0,기타
U03202,M,37,1,기타
U03203,F,32,2,기타
U03204,M,21,0,경기
U03205,F,34,0,서울
U03206,F,24,1,서울
U03207,F,34,1,기타
U03208,M,23,0,서울
U03209,F,20,1,서울
U03210,F,40,2,서울
U03211,M,22,0,경기
U03212,F,19,0,경기
U03213,F,30,0,서울
U03214,M,39,0,기타
U03215,M,31,0,서울
U03216,M,30,1,기타
U03217,M,28,0,기타
U03218,M,44,0,서울
U03219,F,45,1,서울
U03220,F,26,3,기타
U03221,M,31,0,경기
U03222,F,38,0,서울
U03223,F,30,1,서울
U03224,M,31,0,서울
U03225,F,38,1,서울
U03226,F,37,0,서울
U03227,F,20,0,서울
U03228,M,41,2,기타
U03229,F,28,0,경기
U03230,M,35,0,기타
U03231,M,35,0,경기
U03232,M,20,0,경기
U03233,M,37,2,경기
U03234,M,32,0,서울
U03235,F,29,1,기타
U03236,F,36,0,기타
U03237,F,38,3,경기
U03238,M,25,0,기타
U03239,F,18,0,서울
U03240,M,30,2,서울
U03241,F,35,3,기타
U03242,F,30,1,서울
U03243,M,28,1,서울
U03244,M,31,3,서울
U03245,F,31,2,기타
U03246,M,37,2,경기
U03247,M,29,0,서울
U03248,F,36,1,서울
U03249,M,35,0,경기
U03250,M,28,0,기타
U03251,F,39,0,서울
U03252,M,39,2,서울
U03253,M,25,3,기타
U03254,M,35,0,서울
U03255,F,29,0,경기
U03256,F,26,1,경기
U03257,M,34,2,서울
U03258,M,24,1,서울
U03259,F,34,3,서울
U03260,F,37,0,서울
U03261,M,34,1,기타
U03262,F,25,0,경기
U03263,F,25,0,서울
U03264,F,22,1,서울
U03265,M,23,3,서울
U03266,M,27,1,기타
U03267,M,33,1,기타
U03268,M,34,0,서울
U03269,F,31,0,경기
U03270,F,33,2,서울
U03271,F,18,1,서울
U03272,F,25,0,서울
U03273,M,36,0,서울
U03274,M,18,1,서울
U03275,F,18,2,기타
U03276,M,24,0,기타
U03277,M,30,1,경기
U03278,F,34,2,경기
U03279,F,27,1,기타
U03280,M,28,1,경기
U03281,F,32,2,서울
U03282,M,20,1,서울
U03283,M,44,0,서울
U03284,M,41,2,기타
U03285,F,26,0,경기
U03286,M,24,1,기타
U03287,M,35,1,경기
U03288,F,25,2,서울
U03289,F,43,1,기타
U03290,F,25,0,기타
U03291,M,38,0,기타
U03292,F,26,2,기타
U03293,M,33,1,경기
U03294,F,36,1,서울
U03295,M,33,0,서울
U03296,F,31,1,서울
U03297,F,27,0,경기
U03298,F,33,0,기타
U03299,F,28,1,기타
U03300,M,37,0,서울
U03301,M,33,0,경기
U03302,M,30,1,기타
U03303,F,33,2,서울
U03304,M,29,0,경기
U03305,F,32,2,기타
U03306,M,32,1,경기
U03307,M,18,1,서울
U03308,M,28,0,기타
U03309,M,23,2,경기
U03310,F,26,1,경기
U03311,F,27,0,서울
U03312,M,21,0,기타
U03313,F,42,3,경기
U03314,M,31,1,경기
U03315,M,39,0,경기
U03316,F,27,1,경기
U03317,M,37,2,경기
U03318,M,18,0,서울
U03319,M,29,0,경기
U03320,F,23,1,기타
U03321,F,20,0,기타
U03322,M,33,0,서울
U03323,F,33,3,기타
U03324,M,33,0,경기
U03325,F,32,0,서울
U03326,M,35,0,서울
U03327,M,32,1,서울
U03328,M,27,1,서울
U03329,F,21,0,서울
U03330,F,26,0,서울
U03331,F,26,2,경기
U03332,F,29,0,서울
U03333,M,20,0,경기
U03334,F,23,1,기타
U03335,F,29,0,기타
U03336,M,39,0,서울
U03337,F,29,0,기타
U03338,M,29,1,경기
U03339,F,22,0,경기
U03340,F,30,1,서울
U03341,M,29,0,경기
U03342,M,26,3,기타
U03343,M,29,1,서울
U03344,M,36,2,서울
U03345,M,25,1,기타
U03346,F,38,2,경기
U03347,F,31,0,경기
U03348,M,34,0,서울
U03349,M,30,1,기타
U03350,M,30,1,기타
U03351,F,22,1,기타
U03352,M,34,1,서울
U03353,M,29,1,경기
U03354,F,21,1,서울
U03355,F,34,0,경기
U03356,M,40,0,기타
U03357,F,24,2,서울
U03358,F,34,1,서울
U03359,F,23,1,서울
U03360,M,31,3,서울
U03361,F,33,0,경기
U03362,M,28,0,경기
U03363,M,30,0,경기
U03364,M,25,0,서울
U03365,M,29,0,경기
U03366,F,30,0,기타
U03367,M,33,0,기타
U03368,M,28,2,서울
U03369,M,27,1,기타
U03370,F,30,1,서울
U03371,F,35,0,경기
U03372,F,35,2,서울
U03373,M,44,2,경기
U03374,F,29,0,기타
U03375,F,31,0,서울
U03376,F,32,1,기타
U03377,M,23,1,기타
U03378,F,19,0,기타
U03379,M,25,1,서울
U03380,M,29,3,경기
U03381,M,38,2,기타
U03382,F,19,1,기타
U03383,M,32,2,기타
U03384,M,32,1,기타
U03385,F,29,1,기타
U03386,F,39,1,경기
U03387,F,25,1,경기
U03388,M,26,0,기타
U03389,M,31,0,경기
U03390,F,37,2,기타
U03391,M,26,1,서울
U03392,F,36,0,서울
U03393,F,35,2,서울
U03394,F,25,0,기타
U03395,F,33,0,서울
U03396,M,30,0,기타
U03397,F,31,1,경기
U03398,M,25,1,서울
U03399,F,33,1,서울
U03400,F,18,0,기타
U03401,F,34,0,경기
U03402,F,35,2,경기
U03403,M,28,0,서울
U03404,M,37,2,기타
U03405,M,28,1,서울
U03406,M,34,0,서울
U03407,F,23,3,서울
U03408,M,46,0,서울
U03409,M,28,0,기타
U03410,F,25,0,경기
U03411,F,39,1,기타
U03412,M,40,0,기타
U03413,M,26,0,경기
U03414,M,18,0,경기
U03415,M,28,2,서울
U03416,F,28,0,기타
U03417,F,34,0,경기
U03418,M,27,2,서울
U03419,F,32,0,서울
U03420,M,38,0,기타
U03421,M,20,1,경기
U03422,F,25,0,경기
U03423,F,31,0,서울
U03424,F,26,1,경기
U03425,F,36,0,서울
U03426,F,37,0,경기
U03427,M,45,1,서울
U03428,M,30,3,서울
U03429,M,37,1,경기
U03430,M,30,0,서울
U03431,F,26,0,기타
U03432,M,32,0,서울
U03433,F,42,2,서울
U03434,M,31,0,서울
U03435,M,27,0,경기
U03436,F,34,2,기타
U03437,M,28,0,경기
U03438,M,25,1,경기
U03439,F,33,0,서울
U03440,M,30,1,서울
U03441,M,31,1,서울
U03442,F,24,2,경기
U03443,M,28,2,서울
U03444,F,18,0,기타
U03445,F,25,0,경기
U03446,M,33,1,서울
U03447,F,21,2,서울
U03448,F,32,1,기타
U03449,F,34,1,서울
U03450,M,26,2,경기
U03451,F,30,0,기타
U03452,M,18,1,서울
U03453,M,32,1,서울
U03454,M,31,0,서울
U03455,F,31,2,서울
U03456,M,28,1,서울
U03457,M,31,0,서울
U03458,F,26,1,경기
U03459,F,18,0,서울
U03460,M,29,0,기타
U03461,M,33,0,경기
U03462,M,35,1,서울
U03463,M,24,0,경기
U03464,M,32,0,기타
U03465,F,21,1,경기
U03466,M,25,0,기타
U03467,F,40,0,서울
U03468,F,29,0,기타
U03469,M,34,0,경기
U03470,M,27,2,기타
U03471,F,22,0,서울
U03472,F,32,1,서울
U03473,F,31,0,경기
U03474,F,38,0,서울
U03475,F,30,2,기타
U03476,F,29,1,기타
U03477,F,28,1,서울
U03478,M,25,3,서울
U03479,M,30,0,서울
U03480,F,23,0,서울
U03481,M,27,1,서울
U03482,F,26,2,기타
